Fp1-LE_alpha,F3-LE_alpha,C3-LE_alpha,P3-LE_alpha,O1-LE_alpha,F7-LE_alpha,T3-LE_alpha,T5-LE_alpha,Fz-LE_alpha,Fp2-LE_alpha,F4-LE_alpha,C4-LE_alpha,P4-LE_alpha,O2-LE_alpha,F8-LE_alpha,T4-LE_alpha,T6-LE_alpha,Cz-LE_alpha,Pz-LE_alpha,A2-A1_alpha,class
9.14,13.99,17.18,27.21,18.15,5.81,7.27,17.56,14.14,9.08,12.75,17.63,24.8,17.27,9.48,6.55,11.65,18.42,26.84,6.45,1
17.51,36.33,52.96,77.3,46.31,13.78,13.13,29.55,37.13,21.52,41.58,64.59,91.9,57.92,36.44,29.48,44.08,59.2,89.54,9.08,1
12.67,25.45,41.6,72.81,71.75,12.09,13.97,41.74,25.25,12.07,22.76,34.47,58.0,68.38,14.89,14.64,23.03,42.9,81.45,7.77,1
16.91,25.11,37.3,42.72,27.6,14.49,25.27,38.42,23.52,22.04,25.34,36.44,34.27,27.79,25.11,71.07,38.63,30.17,35.18,5.59,1
12.58,27.63,44.8,48.26,27.56,12.12,13.58,41.24,22.66,12.37,21.1,39.37,45.41,38.49,13.84,55.97,37.66,35.69,42.35,6.44,1
10.48,21.06,37.43,57.14,34.83,8.27,11.4,36.35,24.61,11.1,21.02,35.71,46.88,31.93,11.68,10.37,16.9,37.44,53.65,5.75,1
15.21,26.38,42.87,64.35,35.73,13.95,26.98,46.51,26.12,16.07,26.77,35.51,41.13,26.45,18.7,19.11,20.5,38.87,53.87,7.57,1
16.0,24.53,37.65,38.69,24.03,9.04,13.21,23.07,26.52,15.92,26.63,31.27,34.64,23.38,20.64,20.47,20.1,33.49,38.14,8.85,1
20.23,47.16,54.36,63.52,47.33,19.1,21.6,37.8,37.86,17.73,38.14,52.11,62.38,46.6,23.48,20.76,29.58,54.05,72.58,8.63,1
28.49,49.86,53.77,52.19,33.91,23.62,17.25,27.89,45.13,21.51,42.09,49.61,52.33,31.05,27.99,19.2,19.51,55.59,62.66,8.24,1
82.44,89.33,106.55,135.12,98.86,79.9,87.21,110.68,82.34,84.67,84.59,102.46,284.05,100.59,86.91,175.38,288.97,99.15,113.49,300.75,1
16.22,38.3,56.31,70.72,39.17,18.58,23.11,40.52,29.28,11.09,26.33,37.72,46.41,27.65,16.95,15.4,25.32,44.91,67.8,12.82,1
14.3,27.1,37.95,54.28,35.16,13.1,15.31,30.06,23.04,12.83,22.39,33.18,47.51,30.16,18.58,14.8,20.95,38.28,61.53,19.41,1
19.63,37.41,44.06,41.99,28.91,21.43,18.17,24.39,29.64,13.06,22.61,27.65,35.24,26.03,385.91,10.05,15.95,39.72,228.49,10.8,1
7.91,14.19,14.78,15.85,11.81,6.85,7.86,14.29,14.04,8.28,14.39,13.91,14.94,13.27,10.02,8.26,13.44,13.46,15.65,6.69,1
4.7,7.72,10.55,8.41,7.65,4.13,5.44,7.01,8.93,6.19,8.68,13.39,14.06,9.86,4.89,8.91,10.62,10.14,12.06,3.65,1
61.54,149.85,94.1,58.64,40.71,56.15,32.52,66.66,95.28,114.07,147.81,94.96,57.56,51.17,66.11,61.13,93.07,83.38,91.72,32.47,1
26.27,36.18,36.19,39.57,23.27,20.25,18.72,22.88,40.38,27.04,45.04,44.83,40.2,27.79,26.97,19.63,43.93,44.83,46.16,11.61,1
25.87,37.06,44.54,46.92,21.74,17.58,24.75,28.19,42.66,23.48,38.83,48.84,40.7,15.66,23.73,24.24,20.25,48.52,44.35,5.0,1
14.53,22.8,21.84,17.67,9.41,15.18,16.99,11.03,24.39,13.96,20.67,23.75,17.44,9.54,11.72,20.11,11.32,24.33,16.79,4.78,1
14.83,25.15,29.84,26.93,16.14,13.56,19.73,29.21,27.56,15.57,25.41,25.32,20.12,12.11,15.16,12.43,11.88,29.14,22.66,6.56,1
77.09,98.68,92.39,70.41,41.14,63.16,37.71,36.92,108.91,78.87,105.31,89.24,69.32,56.87,70.51,33.06,42.82,109.92,88.97,10.42,1
35.22,49.1,51.12,47.57,24.62,27.89,28.91,39.57,53.9,35.51,55.69,61.81,43.64,26.22,43.54,42.58,36.26,58.93,47.42,4.69,1
11.25,17.99,22.1,18.06,16.01,9.28,10.56,14.16,17.74,12.17,17.35,18.23,13.52,10.78,11.42,13.81,10.55,20.18,14.81,5.78,1
28.92,43.08,38.3,32.9,22.99,24.9,21.11,33.76,45.65,31.61,45.58,50.88,33.86,22.19,33.18,26.84,27.16,49.95,41.98,13.39,1
108.67,137.56,117.12,70.69,52.3,75.05,53.78,72.42,169.1,105.48,162.81,159.63,89.22,55.89,95.86,89.32,85.21,170.21,115.04,38.94,1
55.12,76.63,84.34,58.79,49.69,34.38,48.07,62.83,88.19,53.17,82.49,86.0,68.42,63.36,53.49,46.23,61.93,97.32,74.61,50.2,1
76.03,110.8,104.31,67.01,40.42,64.47,64.31,54.03,116.63,70.19,109.88,106.66,66.45,42.32,71.72,65.01,41.89,115.08,84.79,40.03,1
22.21,35.39,34.64,30.14,30.33,18.97,24.27,30.52,34.62,19.68,31.18,34.68,30.0,36.49,19.56,23.02,18.82,39.81,34.32,16.87,1
105.57,151.4,141.63,127.83,104.77,75.34,84.61,98.31,182.3,100.87,165.48,182.06,148.7,94.94,98.91,112.39,90.28,201.63,171.67,73.0,1
58.27,68.53,70.81,62.91,49.15,54.69,75.69,74.47,69.36,44.8,63.49,62.88,56.93,52.7,43.61,36.78,52.07,66.43,57.16,25.39,1
18.83,31.93,43.77,29.43,17.11,17.61,30.0,25.93,33.32,18.42,25.97,24.1,22.88,16.32,18.23,15.31,16.55,32.68,24.13,12.66,1
42.4,55.85,57.59,41.36,35.18,35.55,54.27,38.68,66.22,41.12,66.83,76.53,61.86,30.47,44.25,50.93,35.38,71.84,56.91,23.2,1
55.43,77.76,73.22,48.79,30.0,51.89,42.16,53.27,86.22,53.86,84.25,65.91,33.09,22.37,44.58,16.95,32.68,84.48,58.97,17.8,1
77.83,106.44,100.5,89.28,55.21,60.88,51.81,84.48,109.7,68.51,99.61,86.17,55.94,41.72,60.03,35.44,50.3,107.38,86.85,32.64,1
108.89,163.87,179.65,124.71,76.59,118.37,163.19,131.23,170.87,92.26,146.86,146.49,109.11,71.06,76.64,83.93,79.11,168.93,132.59,47.54,1
53.62,69.1,55.05,39.75,40.54,40.57,35.28,54.26,80.24,54.32,78.83,82.67,57.78,34.78,52.22,37.82,46.54,82.06,66.06,24.4,1
123.37,180.93,149.53,54.23,26.62,98.19,81.64,79.12,186.88,115.84,174.67,151.04,59.76,28.96,103.32,74.68,60.38,171.0,96.99,16.38,1
121.77,167.93,146.12,69.24,23.82,94.83,86.35,83.8,181.59,112.85,170.29,158.96,76.73,25.17,112.39,102.31,84.4,174.03,104.81,59.3,1
19.45,26.62,29.56,22.59,19.9,16.87,29.48,22.67,30.52,19.06,29.73,37.24,30.31,20.44,23.81,31.98,28.78,33.22,32.28,11.65,1
59.92,73.84,58.24,21.82,17.54,37.38,28.26,43.81,95.11,57.76,92.51,88.52,43.73,18.75,63.87,40.03,42.65,93.83,56.15,11.06,1
17.77,21.13,11.82,8.65,12.19,12.25,6.52,23.52,24.68,15.92,22.86,19.22,9.02,11.45,15.0,13.25,11.86,22.65,14.06,4.33,1
12.04,14.64,10.88,4.88,8.65,8.55,8.07,24.67,17.74,10.74,16.0,14.19,8.01,8.74,9.87,7.64,12.81,18.62,10.29,5.09,1
10.8,17.06,17.42,15.28,9.02,10.34,9.76,17.61,18.0,10.13,15.77,25.31,18.44,10.69,9.02,8.66,11.13,20.49,17.93,8.49,1
13.92,24.64,30.08,32.45,18.06,16.96,26.6,20.21,25.76,11.92,22.03,33.36,30.19,18.12,12.84,19.24,19.21,31.23,29.09,12.41,1
111.32,184.76,186.2,120.71,52.03,107.41,130.35,102.44,179.01,98.94,149.92,157.05,119.43,54.66,88.09,71.24,64.75,180.03,136.97,48.08,1
121.45,173.02,163.73,116.85,61.28,82.88,103.03,110.97,203.43,117.47,184.6,192.77,135.05,68.84,110.86,111.71,86.98,214.35,151.53,66.84,1
8.06,9.56,8.6,7.05,8.86,6.0,6.75,9.21,12.83,7.92,11.02,9.62,6.84,8.22,5.35,3.67,4.66,11.66,8.99,2.86,1
12.43,19.42,20.25,15.66,10.37,10.21,15.23,27.59,22.32,11.26,18.61,20.95,15.68,11.43,10.27,10.49,8.52,24.86,18.09,7.96,1
12.25,14.53,12.68,8.16,8.94,10.99,13.07,32.44,19.6,10.5,18.28,17.32,9.58,12.45,12.59,20.27,14.64,21.61,13.85,8.64,1
12.99,17.7,18.21,14.24,15.9,8.46,11.83,18.08,20.23,11.57,18.08,16.23,11.99,11.57,13.32,12.02,8.16,22.77,17.73,6.93,1
19.22,23.88,16.49,11.13,9.54,11.9,11.64,21.61,27.01,16.45,22.65,20.55,11.38,11.49,14.29,10.47,9.16,24.97,15.32,6.15,1
14.59,28.94,33.11,20.69,14.29,16.76,27.72,21.36,28.86,13.99,25.71,33.67,23.45,19.43,16.05,20.16,22.98,29.48,21.9,23.46,1
16.23,33.92,44.09,31.29,18.16,29.22,54.57,25.69,32.11,13.62,27.05,54.03,34.29,20.13,14.04,28.79,23.38,37.29,29.24,25.96,1
10.47,11.96,12.06,11.1,9.19,5.3,6.62,14.45,14.55,11.62,14.29,13.86,10.16,9.99,9.44,11.77,7.61,17.0,13.41,5.72,1
6.44,7.76,9.14,6.8,5.59,6.02,8.9,6.12,6.76,4.93,6.04,5.38,5.29,6.81,4.24,4.08,5.54,7.07,6.22,3.25,1
55.33,109.2,115.08,80.37,44.15,59.19,87.48,46.86,112.37,53.26,86.78,96.51,90.81,52.65,49.12,62.52,64.15,107.51,88.02,54.24,1
41.96,60.58,53.99,28.12,16.98,40.25,51.24,20.94,58.8,36.63,51.01,54.13,31.62,20.4,36.35,53.67,25.26,53.62,36.72,23.39,1
37.73,52.13,54.97,55.29,39.3,25.57,51.85,49.27,56.17,30.67,45.13,41.44,44.35,40.82,27.34,32.64,31.67,53.07,49.4,26.56,1
15.49,32.72,35.81,19.9,13.99,15.52,31.18,16.8,26.58,13.69,18.2,21.19,23.96,15.64,13.56,19.7,18.07,23.67,19.42,11.25,1
30.24,30.51,28.58,25.35,17.54,21.9,30.47,21.87,28.04,20.35,29.9,25.33,21.1,14.57,24.91,20.02,15.55,26.66,21.25,16.51,1
29.97,46.94,48.37,34.04,17.6,20.44,29.47,19.77,44.14,25.49,40.44,37.69,29.09,18.23,25.04,20.52,17.68,44.41,32.73,9.27,1
18.43,22.63,25.8,32.22,32.06,15.82,16.04,43.99,27.33,17.21,28.49,31.37,23.51,20.9,18.49,14.32,29.48,31.32,26.6,7.42,1
10.22,13.21,9.97,9.71,16.21,7.77,11.54,21.69,13.13,10.8,13.63,11.11,6.95,14.4,12.44,7.63,12.95,12.52,8.47,9.57,1
22.46,40.5,47.51,31.32,21.2,32.85,54.87,29.95,39.25,24.21,38.67,36.52,34.65,26.57,27.8,42.37,39.56,39.87,32.26,55.35,1
19.89,34.75,26.62,24.99,19.69,19.95,17.42,20.52,26.34,15.98,28.49,27.2,17.08,16.06,16.06,10.75,11.01,31.71,22.12,7.46,1
25.51,40.79,50.09,47.81,38.23,29.74,46.75,51.02,39.77,20.45,29.06,33.71,30.57,29.0,20.52,17.92,32.21,41.91,36.03,15.34,1
71.5,105.11,101.08,53.27,35.91,63.76,73.06,93.31,100.45,61.45,89.92,75.21,36.99,24.68,50.81,30.49,39.29,96.15,63.1,14.79,1
91.9,129.96,116.77,71.11,46.01,64.61,57.55,81.4,143.83,86.46,129.95,133.69,94.84,55.66,70.85,73.35,70.25,154.29,107.04,30.57,1
28.36,34.21,20.2,9.51,15.21,15.15,10.71,15.49,41.19,27.49,36.38,27.72,14.26,18.27,20.86,13.66,12.8,34.98,18.38,7.99,1
5.74,9.65,9.26,6.46,6.68,4.63,5.53,9.73,11.04,6.54,9.76,13.15,8.77,8.88,6.21,6.38,7.02,11.21,8.46,3.29,1
8.57,9.95,7.6,5.91,6.74,6.07,6.32,9.02,10.58,7.88,9.84,7.38,5.48,9.5,8.08,4.08,6.11,11.06,9.02,4.46,1
10.07,16.24,24.65,16.1,7.27,8.73,14.3,12.07,18.72,9.05,14.67,12.75,11.28,11.33,10.66,22.82,15.28,18.01,12.02,12.36,1
7.62,10.99,12.02,8.19,9.68,7.65,17.26,12.3,14.11,8.54,14.09,15.49,13.28,13.39,11.09,9.68,8.3,17.07,13.56,9.19,1
11.99,18.3,22.17,11.86,8.68,10.18,12.89,11.18,25.66,12.86,24.32,32.38,12.9,7.65,13.52,10.86,7.71,27.74,13.21,3.9,1
15.65,25.68,25.6,14.58,10.27,16.01,18.09,19.29,26.57,13.21,21.24,23.03,14.46,11.25,12.14,15.0,10.9,25.44,13.84,13.12,1
4.63,5.99,7.43,6.3,6.31,6.68,5.69,6.15,5.56,3.88,5.39,6.84,7.12,11.53,4.48,9.24,9.12,8.48,4.98,3.22,1
39.79,97.01,50.38,32.4,31.07,28.89,17.91,25.35,35.81,85.07,86.14,34.36,28.34,28.61,28.42,46.63,56.31,38.49,53.69,25.34,1
8.45,9.11,6.78,5.78,7.95,4.87,7.07,6.58,6.41,6.36,5.22,9.02,6.8,9.26,4.1,7.66,5.74,6.3,5.76,3.11,1
18.3,20.04,14.23,13.48,7.71,15.18,14.61,10.92,18.79,15.81,16.99,14.17,10.2,9.96,12.68,8.59,6.9,15.79,11.04,3.51,1
7.68,8.77,7.69,6.6,7.52,8.34,7.39,5.12,8.11,7.83,7.56,7.5,6.18,8.82,6.34,5.49,6.0,9.35,7.21,3.42,1
8.77,7.21,6.88,5.37,4.89,8.39,12.36,4.05,6.32,6.77,5.92,6.62,5.83,5.33,6.22,6.62,4.13,6.59,5.37,6.28,1
5.83,6.27,8.15,7.94,6.83,4.63,7.55,5.0,8.13,5.73,8.01,8.96,7.2,6.42,6.25,10.8,5.07,9.88,8.97,4.49,1
6.62,8.01,6.8,11.63,8.48,6.79,6.73,5.54,7.27,5.31,6.27,5.77,6.32,8.04,4.5,5.38,5.26,7.44,8.7,4.49,1
18.87,17.67,18.57,13.28,8.31,18.1,20.48,7.37,16.76,16.82,17.88,16.92,14.49,13.0,15.05,13.33,10.49,19.44,15.77,8.65,1
12.5,12.54,9.63,10.11,9.14,13.58,13.99,10.67,12.52,9.41,12.82,12.98,13.29,10.92,9.83,10.71,9.97,12.69,11.27,7.12,1
11.97,18.24,14.13,11.15,9.97,18.27,20.63,8.85,13.93,10.39,13.26,15.52,9.63,8.43,10.01,13.48,7.23,14.57,9.37,12.52,1
6.12,12.73,12.68,13.05,11.91,8.48,12.5,9.13,12.68,4.89,10.67,13.27,14.99,12.46,8.18,10.5,12.3,17.26,14.25,7.9,1
13.32,16.35,14.6,11.78,10.44,8.38,7.63,16.04,14.49,12.3,12.05,12.13,11.71,9.6,8.13,9.44,10.69,12.93,9.7,5.02,1
8.45,9.82,8.08,9.05,7.21,5.0,8.98,7.01,7.51,5.62,8.99,9.46,11.06,8.88,4.94,10.7,11.25,8.29,7.07,4.63,1
16.79,15.89,16.38,15.57,10.64,11.04,23.07,13.23,15.19,11.83,15.17,12.27,16.04,14.27,9.0,9.92,13.91,16.3,16.07,10.18,1
18.35,22.47,22.14,20.01,17.78,20.15,34.28,15.46,23.0,17.31,21.74,22.9,23.07,18.77,14.2,13.17,15.67,26.11,23.45,14.54,1
22.93,20.59,25.28,13.33,12.07,23.27,29.14,13.16,19.95,21.5,16.54,15.32,17.55,12.95,20.22,16.54,14.94,17.83,14.39,11.77,1
19.96,12.13,12.28,12.9,13.71,10.53,12.14,11.03,9.58,21.84,12.84,11.6,17.13,13.91,15.29,10.53,14.21,8.82,11.37,5.91,1
19.54,23.93,20.27,23.03,19.57,12.75,23.14,17.72,23.42,14.64,20.35,19.99,22.36,22.81,13.45,11.93,16.33,22.55,22.49,11.05,1
15.1,25.93,33.47,26.6,13.89,17.81,38.51,23.29,22.59,13.06,20.64,19.13,17.46,15.11,14.05,15.08,14.35,24.14,20.62,14.34,1
14.02,13.47,13.59,12.55,7.81,6.19,9.12,9.99,14.26,16.33,13.96,11.6,11.34,11.8,31.1,12.9,10.4,15.7,11.09,6.11,1
13.77,17.17,19.99,23.27,13.82,10.4,23.09,20.86,17.64,10.9,15.0,18.41,17.4,12.96,17.84,16.7,12.66,19.47,17.27,17.45,1
25.31,35.32,38.63,28.99,22.35,21.53,35.75,24.28,33.07,22.22,27.31,27.58,26.29,22.32,16.33,30.37,18.56,34.4,28.64,13.54,1
9.42,10.01,8.68,8.67,7.11,6.0,8.52,7.36,6.87,8.97,7.11,7.91,12.36,9.32,6.8,11.43,11.13,5.88,6.8,3.15,1
14.3,16.22,17.01,12.09,10.19,12.66,12.0,7.2,15.86,13.13,16.43,15.32,15.3,16.16,15.93,16.47,13.68,15.99,16.17,5.91,1
15.1,21.49,19.59,14.17,10.03,10.01,18.59,10.61,19.11,13.14,13.31,11.88,10.85,8.9,9.74,7.49,6.19,16.71,13.21,4.39,1
11.94,15.42,13.79,12.98,13.99,13.96,20.49,9.7,10.94,13.76,11.6,14.5,13.82,17.65,17.72,15.96,12.98,12.79,11.98,12.34,1
9.1,7.88,7.9,6.79,7.55,8.39,10.37,6.1,8.11,6.03,7.43,8.1,8.09,8.1,7.06,10.08,7.44,8.45,8.02,6.3,1
8.05,11.08,8.02,9.54,9.49,5.86,4.84,7.74,8.87,5.99,7.55,8.37,10.98,9.48,5.53,7.87,9.82,9.22,8.86,5.08,1
17.33,23.88,22.04,15.65,13.16,16.7,28.18,19.07,22.13,17.06,19.22,18.32,15.24,13.02,18.64,24.55,14.95,20.12,17.99,23.46,1
12.83,17.2,17.48,8.31,7.98,15.18,18.87,6.65,13.32,11.28,12.59,10.09,8.66,8.98,11.51,12.1,7.47,12.29,8.0,5.57,1
9.52,11.45,13.6,8.53,8.43,11.97,20.19,5.97,8.14,7.54,8.16,8.73,10.66,12.13,7.82,11.38,10.39,9.38,9.43,10.43,1
10.0,15.18,16.25,13.45,11.94,9.26,12.67,8.06,13.99,11.51,12.18,11.95,13.06,15.77,9.91,7.57,8.41,13.53,13.42,6.84,1
14.32,24.18,21.59,14.47,10.25,16.91,18.76,12.47,20.01,13.25,18.52,17.02,13.67,13.34,13.59,12.13,9.86,20.52,15.52,9.53,1
13.45,13.81,12.95,8.56,7.83,11.85,11.99,3.78,12.9,10.45,10.82,9.99,8.94,8.98,9.86,7.85,5.35,10.56,8.96,4.62,1
52.3,53.69,53.5,41.92,29.07,38.6,48.74,32.16,56.64,42.47,51.74,45.56,38.39,33.45,39.12,58.33,35.2,53.62,42.74,39.56,1
31.72,37.65,32.81,17.59,15.52,16.21,23.76,10.84,38.63,32.39,36.9,29.33,22.86,18.05,25.58,28.57,19.55,34.24,21.8,16.07,1
21.63,19.83,27.75,21.46,18.69,16.56,31.49,17.74,18.22,19.07,18.03,17.38,17.43,17.47,14.96,18.04,10.42,19.73,20.68,11.08,1
28.69,40.8,39.07,19.3,17.0,38.1,42.51,17.92,29.11,23.39,26.38,19.69,15.41,16.2,21.52,15.87,8.23,24.39,19.59,9.62,1
19.95,24.69,21.82,16.65,15.52,20.38,29.67,15.96,19.51,14.03,17.4,18.5,17.13,16.0,16.2,28.52,15.47,18.41,17.87,17.39,1
23.09,20.42,25.2,18.45,11.73,21.71,27.9,15.26,23.24,20.76,25.17,20.24,17.35,16.19,19.65,19.58,14.25,23.59,19.67,14.93,1
12.8,19.78,23.91,18.61,9.39,13.16,15.59,12.64,18.9,11.63,17.55,14.99,11.52,10.69,11.27,10.58,8.97,20.24,15.6,9.34,1
22.01,22.39,24.22,11.4,10.73,19.63,32.44,12.15,16.5,16.62,15.53,11.14,11.71,13.78,13.65,11.46,9.24,15.27,13.38,9.49,1
21.81,30.25,26.35,24.52,10.66,18.44,21.86,19.63,27.74,19.49,25.94,18.52,21.62,14.7,12.76,10.32,19.84,25.07,18.43,6.73,1
17.93,28.48,39.37,32.0,17.48,18.41,39.79,24.75,24.15,16.19,24.38,27.93,22.87,17.57,19.29,22.68,17.02,28.68,25.59,17.03,1
21.39,39.78,47.46,29.88,18.96,37.11,42.46,22.35,33.67,18.89,25.99,27.31,26.9,26.29,17.91,27.19,23.47,36.15,31.21,18.43,1
16.37,26.2,23.97,19.94,18.54,24.2,31.07,17.21,21.0,14.19,16.41,15.8,14.25,12.57,12.83,17.26,10.52,20.59,16.23,17.39,1
9.59,13.18,14.95,12.79,10.51,8.52,18.68,12.46,15.99,9.99,16.83,18.47,20.07,13.76,10.44,18.97,24.42,19.51,16.77,12.63,1
5.64,7.62,8.09,6.35,6.91,4.35,6.86,5.97,6.77,4.96,7.49,6.25,7.56,7.64,4.55,5.74,8.07,7.74,6.06,3.0,1
13.61,20.24,18.0,10.83,10.75,14.69,20.73,6.93,15.8,9.89,13.29,13.94,11.83,10.33,11.32,15.54,10.24,15.08,12.04,7.89,1
17.81,19.42,19.61,13.84,11.52,14.49,22.85,10.34,14.86,16.96,14.63,14.99,12.45,12.3,14.79,10.42,9.22,14.62,14.56,12.89,1
8.95,18.09,17.67,9.82,10.47,11.46,22.7,9.03,14.51,8.6,15.57,10.58,9.59,8.22,11.49,10.15,7.67,12.95,9.38,9.48,1
13.33,15.38,13.45,6.67,7.08,12.0,20.01,5.87,11.53,9.55,12.77,9.05,8.51,10.08,8.4,8.07,5.72,9.86,7.33,6.95,1
12.46,11.38,10.39,11.16,8.97,9.25,12.08,10.35,8.7,10.05,8.07,6.36,7.34,7.76,8.9,5.78,6.83,6.67,6.11,4.19,1
24.18,27.28,26.4,14.39,14.32,16.21,31.66,10.65,22.84,25.7,21.89,18.72,15.8,18.75,16.25,10.0,10.33,23.37,17.58,9.6,1
15.07,19.7,18.1,13.57,14.07,14.6,15.32,9.12,14.78,15.55,14.81,14.94,15.22,16.71,14.59,15.48,12.38,14.83,15.84,8.08,1
25.82,22.94,21.76,15.18,13.78,14.62,22.32,11.14,19.24,23.94,18.7,16.81,12.14,14.68,17.13,13.88,14.46,17.13,12.3,9.77,1
28.04,29.33,26.85,18.75,16.63,21.65,24.31,16.02,32.9,28.56,31.99,29.19,27.08,20.64,31.56,42.09,27.0,32.34,24.29,43.66,1
31.86,39.36,49.55,37.09,18.11,23.69,43.28,34.24,38.53,34.67,36.63,34.0,28.34,18.99,29.04,26.23,19.37,39.78,30.92,21.07,1
30.12,21.56,17.7,17.86,13.41,13.71,13.71,14.87,20.09,25.51,17.11,18.09,15.37,14.16,14.65,10.93,11.75,19.92,16.35,4.84,1
19.72,31.87,35.32,25.38,19.03,20.42,35.75,17.27,22.8,16.07,17.89,21.05,21.22,18.09,10.88,12.91,14.43,25.57,22.33,9.83,1
6.74,10.96,13.89,12.6,9.42,5.98,11.0,8.38,8.05,4.42,8.5,10.92,14.0,18.78,5.93,8.2,8.26,11.53,9.7,2.4,1
